,sentiment,text,confidence
7901,neutral, Benefon will turn the Salo unit into a B2B business unit and establish a B2C business unit in the UK,0.66
7902,neutral," Berling Capital , Umo Capital and Veikko Laine are the biggest shareholders in Amanda Capital",0.66
7903,neutral, Bluewin Security is available as a monthly subscription,0.66
7904,neutral," Blyk is launching first in the UK market in mid-2007 , with other markets to follow",0.66
7905,neutral," Body ES Vostok also owns stakes in power sales companies MosenergosbytBody ( RTS : MSSB ) ( 50.9 % ) , Altaienergosbyt ( 100 % ) , Saratovenergo ( RTS : SARE ) Body ( 48.36 % ) and Tambov Power Sales Company ( RTS : TASB ) ( 49.01 % ) , all ofBodywhich it received from the distribution balance",0.66
7906,neutral, Both sources said Nokia would unveil its new phone code-named `` Tube '' on Oct. 2 at an analyst and media event in London,0.66
7907,neutral," Byline : Tim Moran Cellular phone giant Nokia Corp. is offering $ 8.1 billion for digital map supplier NAVTEQ Corp. , of Chicago",0.66
7908,neutral, Capital base and capital adequacy measurement is based on approaches under Basel II,0.66
7909,neutral," CapMan , with offices in Helsinki , Stockholm , Copenhagen and Oslo , manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EUR2 .6 bn in total capital",0.66
7910,neutral," CapMan 's first real estate fund , which had a total investment capacity of ( EURO ) 500 million and closed in June 2005 , invested in commercial properties in the Helsinki metropolitan area",0.66
7911,neutral," Cardona slowed her vehicle , turned around and returned to the intersection , where she called 911",0.66
7912,neutral," Cargotec 's brands , Hiab , Kalmar and MacGREGOR , are global market leaders in their fields and their solutions are used on land and at sea - wherever cargo is on the move",0.66
7913,neutral," Cencorp would focus on the development , manufacture and marketing of standard products for production automation",0.66
7914,neutral, Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC fabrication process,0.66
7915,neutral, Choose from a Giant Countdown with red head or rainbow trout -- or the Giant Shad Rap in perch color,0.66
7916,neutral, Closing of such transaction took place today,0.66
7917,neutral," Cohen & Steers , Inc. : 5 534 530 shares representing 4.985 % of the share capital and voting rights",0.66
7918,neutral," Cohen & Steers , Inc. : 5 534 626 shares representing 4.985 % of the share capital and voting rights",0.66
7919,neutral, com and possibly also through photo-msn,0.66
7920,neutral," Companies evaluated in the report include Aladdin , CA , F-Secure , Kaspersky , Marshal , McAfee , Microsoft , Panda , Proofpoint , Sophos , Symantec , Trend Micro , Tumbleweed , and Websense",0.66
7921,neutral, COMPTEL CORPORATION Sami Ervio President and CEO Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively,0.66
7922,neutral, Connectivity Services include outsourced Scan and Capture which transfers paper invoices into electronic format and Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format,0.66
7923,positive, Consumption is forecast to grow by about 2 %,0.66
7924,neutral," Country : , Finland Sector : Construction-Real Estate Target : Pohjolan Design-Talo Oy Buyer : CapMan Oyj Vendor : Ruukki Group Oyj Deal size in USD : 102.6 m Type : Divestment Status : Agreed@neutral Country : , Switzerland Sector : Pharmaceuticals Target : Synosia Therapeutics Holding AG Buyer : Biotie Therapies Corp Deal size in USD : 129.4 m Type : Corporate acquisition Financing : All-stock Status : Closed@neutral Country : ; Germany Sector : Construction-Real Estate ; Machinery-Engineering Target : Caverion GmbH Buyer : YIT Oyj Deal size in USD : 90.3 m Type : Corporate acquisition Status : Agreed@neutral Cramo is a service company specialising in construction machinery and equipment rental and rental-related services , as well as the rental and sale of modular space",0.66
7925,neutral," Cramo Plc is a service company specialising in construction machinery and equipment rental and rental-related services , as well as rental and sale of modular space",0.66
7926,positive, credit 20 November 2009 - Finnish glass technology company Glaston Oyj Abp ( HEL : GLA1V ) said today it concluded a EUR74m revolving credit facility agreement with its core banks,0.66
7927,neutral," CS Cabot exports 55 % of its production mainly to Goodyear , Bridgestone and Michelin plants in Poland , as well as to Germany 's Michelin or Italy 's Pirelli through the company 's logistics center in Paris , Stefan said",0.66
7928,neutral," Currently , the plant operates on full capacity",0.66
7929,neutral, Danske Bank is Denmark 's largest bank with 3.5 million customers,0.66
7930,neutral, Decisions are to be made as quickly as possible,0.66
7931,neutral, Deliveries by Outotec will take place over 30 months,0.66
7932,neutral," Deliveries of Nokia 1112 , Nokia 2310 and Nokia 2610 are expected to start in the second quarter of 2006",0.66
7933,neutral, Delivery is due in the second half of 2011,0.66
7934,neutral," Den Bosch-based TomTom is Europe 's largest maker of automotive navigation devices , while Cayman Islands-based Garmin is larger in the U.S. and overall",0.66
7935,neutral," Depending on the market situation , such projects are sold after 1 to 3 years after completion",0.66
7936,neutral," Due to Pirkka beer , Olvi 's brewery in Iisalmi is moving to 7-day , 24-hour work shifts",0.66
7937,neutral," During the rally , which was authorized by the city administration , a consulate official came out to the workers , spoke to them and took a letter from them",0.66
7938,neutral, Efore has decided to establish a company for eletric vehicle ( EV ) business in China,0.66
7939,neutral," Elcoteq Dongguan was established in 1999 in the Nancheng District of Dongguan , China and is one of Elcoteq s four volume manufacturing plants in the Asia-Pacific region",0.66
7940,neutral," Elcoteq SE Stock Exchange Announcement February 4 , 2009 at 10.00 am ( EET ) Elcoteq will publish its financial statements bulletin 2008 on Wednesday , February 11 , at 9.00 am ( EET )",0.66
7941,neutral, Electricity consumption grows with higher frequencies,0.66
7942,neutral, Elisa has commissioned Finland 's Poyry Telecom Oy to conduct a study of reception in some of Estonia 's largest cities besides Tallinn,0.66
7943,neutral," Elsewhere , the tendency is towards more developed packaging than before",0.66
7944,neutral," Equipment will be manufactured in Vaahto 's workshop in Hollola , Finland and is scheduled for shipments during the first quarter of 2009",0.66
7945,neutral, Eriikka S+Âderstr+Âm has previously held several positions in finance and control at Nokia Networks including acting as the Business Group Controller and having the corporate controller position at Nokia Siemens Networks,0.66
7946,neutral," Estonia 's Agriculture Minister Helir-Valdor Seeder is in Finland on a two-day visit , in the course of which he will meet with his Finnish counterpart Sirkka-Liisa Anttila",0.66
7947,positive, Etteplan targets to employ at least 20 people in Borl+ñnge,0.66
7948,neutral, EUR 220 million of the transaction consideration was paid in the form of four-year interest-bearing vendor notes,0.66
7949,neutral," Featuring the S60 user interface , this 135-gram model also comes with a 2.4-inch quarter VGA display and 100 megabytes of internal memory , expandable through the Micro Secure Digital slot",0.66
7950,neutral, Feed companies Suomen Rehu and Raisio do no import GMO feed,0.66
7951,neutral," Financial , strategic and operational factors are considered",0.66
7952,neutral, Financial details were not disclosed,0.66
7953,neutral, Financial details were n't disclosed,0.66
7954,neutral, Financial terms were not disclosed,0.66
7955,neutral, Financial terms were n't disclosed,0.66
7956,neutral," Finland 's Technopolis is planning to bring the first section of a technopark on stream in St. Petersburg at the end of 2008 , Kari Mikkonen , vice president of Technopolis , told reporters in Helsinki",0.66
7957,neutral," Finland-based companies , L+ñnnen Tehtaat and Raisio , have decided to dissolve the joint venture company ZAO Scandic Feed , which was established to start local animal feed business and feed production in northwest Russia",0.66
7958,neutral," Finnish drug distributor and wholesaler Oriola-KD Oyj said on October 11 , 2006 it named Anne Kariniemi vice president of its Logistics and Sourcing department as of January 15 , 2007",0.66
7959,neutral," Finnish electronics contract maker Incap Oyj said on January 3 , 2008 it sold its manufacturing facilities in Helsinki to local real estate company Sponda Oyj for 5.3 mln euro ( $ 7.8 mln )",0.66
7960,neutral, Finnish fibre-based materials maker Ahlstrom Corp ( HEL : AHL1V ) said today it decided to close down its spunlace composite production line number 23 at Chirnside plant in the UK by the end of March 2011,0.66
7961,neutral, Finnish investment company Neomarkka is the main owner of Kuitu Finland 's successor,0.66
7962,neutral," Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will buy the former production facilities of Kuitu Finland Ltd , as part of negotiations on the option to invest in specialty cellulose fiber business",0.66
7963,neutral," Finnish investor Scanfil Oyj ( HEL : SCF1V ) said last Friday it has bought 57 million shares , or 32.96 % , in Norwegian contract electronics manufacturer Kitron ASA ( OSL : KIT ) for NOK 143.9 million ( USD 24.4 m-EUR 18.1 m )",0.66
7964,neutral," Finnish property investor Sponda said it has agreed a 100 mln eur , five-year mln credit facility with Swedbank and a 50 mln eur , seven-year facility with OKO Bank",0.66
7965,neutral," Finnish publisher Alma Media ( HEL : ALN1V ) said Wednesday it has decided to further extend its EUR1 .85 ( USD2 .75 ) apiece mandatory tender offer for media group Talentum ( HEL : TTM1V ) , which started on 19 August , until 16 November",0.66
7966,neutral," Finnish real estate company Sponda Oyj said on April 11 , 2008 it would build Vuosaari Harbour Service Center at the Port of Helsinki",0.66
7967,neutral, Finnlines said that the deal is part of its strategy to focus on its core businesses,0.66
7968,neutral," First Industrial will seek LEED designation for Uponor 's new building and a 282,000 square-foot speculative distribution center at First Park Lakeville",0.66
7969,neutral," Following the move , Stora Enso holding in NewPage will remain unchanged",0.66
7970,neutral," Following the registration , the share capital of Biotie is EUR 52,556,678.10",0.66
7971,neutral," Foodservice and consumer goods markets are served by approximately 13,000 people in 54 manufacturing units and several sales offices in 33 countries",0.66
7972,neutral, For the new shares subscribed with stock options all shareholder rights commence from the date on which they are entered into the Trade Register,0.66
7973,neutral," Fortum expects its annual capital expenditure in the next four to five years to be within a range of EUR 0.8-1 .2 billion , as earlier announced",0.66
7974,neutral, Fortum had intended to spend as much as ( EURO ) 2.7 bn to become the sole owner of TGK-10,0.66
7975,neutral," Fortum holds 90.2 pct of the share capital and 94.4 pct of the voting rights in the company , which it now plans to delist from the Warsaw Stock Exchange",0.66
7976,neutral," Founded in 1985 , Quatrocon 's clientele consists of public sector builders , central trading companies and major construction firms",0.66
7977,neutral," from BUSINESS LINE , May 16 , 2008 Sriperumbudur , May 15 - Nokia 's two key suppliers - Aspocomp and Wintek - are likely to start operations within three months in the Nokia Telecom Park at Sriperumbudur , 45 km west off Chennai",0.66
7978,neutral," F-Secure Internet Security 2010 is a security service for surfing the web , online banking and shopping , e-mail , and other online activities",0.66
7979,neutral," F-Secure reported that : - The first half of 2008 has seen a growing number of targeted malware attacks on individuals , companies , and organizations",0.66
7980,neutral," GENEVA , Feb. 10 -- Tero Aaltonen , Finland has developed a radio resource control method",0.66
7981,neutral," Germany 's innovational centers are united in focusing at companies , which aim at use of technologies and development of new kinds of activity , through supporting the beginner companies with the entire spectrum of their services",0.66
7982,neutral," Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products , and operates in Finland",0.66
7983,neutral," Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products operating in Finland",0.66
7984,neutral," Global Markets Direct 's Pohjola Bank plc - Financial Analysis Review is an in-depth business , financial analysis of Pohjola Bank plc.",0.66
7985,neutral, He is a Chartered Accountant in British Columbia and Alberta as well as a Certified Public Accountant in Washington State,0.66
7986,neutral, He joined Rautakirja in 1997 to lead one of its four business areas and took up the position of President and CEO in 2001,0.66
7987,positive," HELSINKI , Finland , Sept. 18 , 2009 ( GLOBE NEWSWIRE ) -- Ixonos Plc expands the company 's smartphone R&D services and establishes a new next-generation smartphone design unit in connection with Ixonos ' site in Jyvaeskylae",0.66
7988,neutral," Helsinki 19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details",0.66
7989,positive," HELSINKI ( Thomson Financial ) - M-real said it will exercise an option to buy a 50MW natural gas power plant and land in Kyroskoski , Finland , for around 13 mln eur from Kyro Oyj",0.66
7990,neutral, Her last position in Nokia Siemens Networks was head of Business Human Resources NSN global IT,0.66
7991,neutral, Her present position is the director of Stockmann 's international department stores,0.66
7992,neutral, Her work at NetApp included strategically repositioning the brand in the category and a major global relaunch,0.66
7993,neutral," Honkarakenne also decided yesterday to sell 88,500 of its B series shares to key staff members for EUR2 .9 per share",0.66
7994,neutral," Honkarakenne also decided yesterday to sell 88,500 of its B-series shares to key staff members for EUR 2.90 per share",0.66
7995,neutral, hu will offer a further discount of between 25 % and 50 % on selected books,0.66
7996,neutral," If needed , she provides also further information on ferry connections and hotels",0.66
7997,neutral," Igor and Oleg Yankov , who currently manage Moron and Vitim , will hold onto the 25 % stake for now",0.66
7998,neutral, Image data produced by the browser at the phone server is converted into a bitmapped image that is sent to the handset for display . ''@neutral Implementation of the project will be carried out by the Finnish company YIT in association with the investment fund Evli Property Investment Russia ( EPI ),0.66
7999,neutral," In 2006 , 452 million tonnes CO2 of EUA ( EU Allowance ; emissions credit in EU ) was traded with an underlying market value approx",0.66
8000,neutral," In 2007 Talentum will disclose three Interim Reports - Q1 ( January - March ) on Friday , 27 April , 2007 - Q2 ( April - June ) on Friday , 20 July , 2007 - Q3 ( July - September ) on Friday , 26 October , 2007",0.66
8001,neutral," In 2008 , the steel industry accounted for 64 percent of the cargo volumes transported , whereas the energy industry accounted for 28 percent and other industries for 8 percent",0.66
8002,neutral," In a letter to Economic Affairs Minister , the listed Estonian shipping company Tallink asks for the approval to be entitled to a 15 % cut in port fees in 2010",0.66
8003,neutral," In a recent interview with the Financial Times ( FT ) , Sampo 's board chairman Bjorn Wahlroos said If P&C was certainly for sale and the price had been set at SEK 85 billion , confirming earlier statements",0.66
8004,neutral," In a release on Oct. 28 , Peab said the two businesses will continue to be conducted under the brands Cliffton and Stockholm Entreprenad , both part of the Peab Group",0.66
8005,negative," In addition , a further 29 employees can be laid off until further notice and the whole workforce can be laid off for short periods if needed",0.66
8006,neutral," In addition , MIDs are always online and enable full Internet browsing",0.66
8007,neutral," In addition , the contract includes modification of the effluent treatment plant at Follum",0.66
8008,neutral," In connection with the deal , Digia will employ 19 persons from Nokia in Oslo and in Silicon Valley in the USA",0.66
8009,neutral," In his current position , Manty has worked since 1996",0.66
8010,neutral," In the financial statement for the first quarter of 2010 , Tikkurila is reported under discontinued operations",0.66
8011,neutral," In the fourth quarter of 2006 , OKO Banks expects the operating environment for Banking and Investment Services to remain similar to that in January-September 2006",0.66
8012,neutral, In the meantime the CEO 's duties will be assumed by Outotec 's Deputy CEO Seppo Rantakari,0.66
8013,neutral," In the sinter plant , limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron-making",0.66
8014,neutral," In this way , the industry 's starting point has been the consumers ' needs",0.66
8015,neutral," In total , more than 3000 surveillance cameras will be handled and managed according to a variety of needs , the company said",0.66
8016,neutral," In volume , the focus is already outside Finland , as 60 % of the group 's products are made in Poland and the Baltic countries",0.66
8017,neutral," Incap , headquartered in Oulu , Finland , is a electronics contract manufacturer with some 750 employees in Finland , Estonia and India",0.66
8018,neutral, Incap Contract Manufacturing is a subsidiary of Incap Corporation of Finland,0.66
8019,neutral," Includes company and brand share data by category , as well as distribution channel data",0.66
8020,neutral," Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007",0.66
8021,neutral," industry in Asia +ó Pakistan , Malaysia , Taiwan and Philippines Today , Global Research & Data Services is going to publish several market analyses about the cement markets in Asia",0.66
8022,neutral, Investment management and investment advisory services are the company 's sole line of business,0.66
8023,neutral, Investments are not disclosed,0.66
8024,neutral, Investments in product development stood at 6.0 mln euro ( $ 8.8 mln ),0.66
8025,neutral," ISMS does not disclose its financial results , the daily said",0.66
8026,neutral," It also includes the installation of new equipment , training and start-up services , as well as service work of the shoe press delivered by Vaahto in 2001",0.66
8027,neutral, It has been agreed with the company 's Board of Directors that she will be available in an advisory role,0.66
8028,neutral," It is Estonia 's second-largest meat processing company by market share ( according to AC Nielsen 's 2008 data , 13 percent )",0.66
8029,neutral, It is expected to be online by 2011,0.66
8030,neutral, It 's not,0.66
8031,neutral, It was decided that the auditors are reimbursed according to invoice,0.66
8032,neutral, It will report full-year results on August 22,0.66
8033,neutral," Its annual capacity is some 10,000 MW",0.66
8034,positive," Its main business area , the Glass Machinery Group of Glaston Technologies , is the global market leader in glass processing machines",0.66
8035,neutral, Its market share is 6 percent according to AC Nielsen 's 2008 data,0.66
8036,neutral," Its product portfolio comprises harvesters , forwarders , harvester heads , as well as cranes and loaders",0.66
8037,neutral," Janis Arbidans , CEO of YIT Celtnieciba , said the company was focusing on housing and real estate development market",0.66
8038,neutral," Jeder Beta-Tester erh+ñlt kostenlos sechs Monate lang Updates und hat laut eigener Aussage die M+Âglichkeit , die finale Version zu beeinflussen",0.66
8039,neutral, Joint procurement will be later extended to the factories in the Baltic countries,0.66
8040,neutral," Jon Risfelt has previously held operational executive positions in Europolitan , Ericsson , SAS , American Express card and travel divisions , as well as Nyman & Schultz ( CEO ) , Vodafone Sweden ( CEO ) , and Gambro Renal Products ( CEO )",0.66
8041,neutral," Kaleva Kustannus Oy ( business ID 0187274-0 ) has , according to its notice , on 10 August 2009 acquired 4,458,000 Alma Media shares",0.66
8042,neutral, Karppinen expects the consolidation trend to continue in the Finnish market,0.66
8043,neutral," Kaupthing forecasts that Finnish-Swedish Stora Enso will close its mill in Reisholz , in Germany",0.66
8044,neutral, Kemira shares closed at ( x20ac ) 16.66 ( $ 22US .71 ),0.66
8045,neutral," Kesko has about 2,000 stores engaged in chain operations in the Nordic and Baltic countries , Russia , and Belarus",0.66
8046,neutral, Kirsi Rantanen was previously development director for HK Ruokatalo 's poultry business,0.66
8047,neutral," Koduextra is operating a retail chain of 11 stores , controlled by Finnish Non-Food Center KY , Rukax OY , and Scan-Tukka OY",0.66
8048,neutral," Koff 's market share of the volume of the market was 23.4 % , Karhu 's 21.4 %",0.66
8049,neutral," L+ñnnen Tehtaat 's Food Division was reorganised into two strategic business units , Apetit Frozen Foods and Jams , and Apetit Fish",0.66
8050,neutral," Last year , the firm also acquired Realprojekti Oy , a real estate development company , to advise CapMan on its property activities",0.66
8051,neutral," Later on , about 150 Finnish-made houses will be build in the area",0.66
8052,neutral, Lemmink+ñinen started the manufacture of roofing felt in 1920 and the production of asphalt in the 1930s,0.66
8053,neutral," Like all other mechanical pipettors from Biohit , also Proline Plus is CE-IVD marked and comes with a 3-year warranty",0.66
8054,neutral," LONDON ( AFX ) - Intertek Group PLC , a testing and inspection company , said its commercial and electrical division has bought Finland-based company Natlabs Oy from Etteplan Oyj for 1.3 mln eur in cash",0.66
8055,neutral," Loudeye Corp. , up $ 2.56 at $ 4.33 Nokia Corp. , down 10 cents at $ 19.46 Nokia agreed to buy the digital music distributor for $ 60 million",0.66
8056,positive," ( A spokesperson told WWD to expect a 50-50 mix of clothing and home decor . )@neutral ( ADP News ) - Nov 28 , 2008 - Finnish power-supply solutions provider Efore Oyj ( OMX : EFO1V ) announced today the launch of OPUS DC , the latest power system in its OPUS product line",0.66
8057,neutral," ( ADP News ) - Nov 3 , 2008 - Finnish paper , packaging and forest products company Stora Enso Oyj ( OMX : STERV ) said today that it would invest EUR 137 million ( USD 176.6 m ) in the building of a power plant at its Ostroleka Mi@neutral ( The acquisition sum has not been disclosed . )@neutral Luna took fifth place on six-under 207 , a shot behind Spain 's Beatriz Recari and Germany 's Martina Eberl , while Welsh player Becky Brewerton was the highest-placed British finisher , sharing seventh place on three-under 210 after shooting 71",0.66
8058,neutral," Maggie Ramsey 's wait - and those of thousands of Oregon and Washington guides , anglers and others who flock to his frequent seminars - is nearly over",0.66
8059,neutral," Marathon now has a 4.6 percent stake in PLX , it said , according to Bloomberg",0.66
8060,neutral, Market data and analytics are derived from primary and secondary research,0.66
8061,neutral," May 29 , 2010 ( CompaniesandMarkets.com delivered by Newstex ) -- This report provides key data and information on the meat , fish and poultry market in Finland",0.66
8062,neutral," Meanwhile , Alfa owns 25.1 % of MegaFon through Altimo , and 4.99 % of Turkcell via an 18.5 % stake in Cukurova Holding",0.66
8063,neutral," Mercator will use the software for its logistic , retail and wholesale operations in Slovenia and its other markets in southeastern Europe",0.66
8064,neutral, Metsa-Botnia will sell 82.1 % of its stake in the Uruguayan companies and Metsaliitto -- 5.5 %,0.66
8065,neutral," Metso Foundries Jyvaskyla Oy will discontinue production on this line by 30 September 2008 , the company said",0.66
8066,neutral, Metso Foundries Jyvaskyla Oy will discontinue production on this line by 30 September 2008,0.66
8067,neutral," Metso Oyj said it has sold its spreader roll manufacturing business and related assets in the town of Nokia , southern Finland , to a group of Finnish investors , who will operate the business under the name of Finbow Oy",0.66
8068,positive," Microsoft also churned up its courtship , agreeing to use the Navteq mapping service , which is offered by a company Nokia bought for $ 8.1 billion a few years ago",0.66
8069,neutral, Microsoft last week also issued the first patch for the Windows 7 operating system beta it had released days earlier,0.66
8070,neutral," More than 50,000 tonnes of asphalt mix will be used in the contract",0.66
8071,neutral," M-real , which is part of Finnish paper maker Metsaliitto Group , is due to release its second-quarter report at around 12:00 EET on 5 August 2010",0.66
8072,neutral," M-real Corporation Stock Exchange Release 27 August 2009 at 3.15 pm M-real has received the EUR 190 million cash payment from Sappi M-real Corporation , a part of Mets+ñliitto Group , divested its Graphic Papers business to Sappi Limited at the end of 2008 for EUR 750 million",0.66
8073,neutral," N +1 Group will pay EUR16 .5 m of the transaction price upon closing , and the remaining sum in 2012",0.66
8074,negative," National Conciliator Juhani Salonius , who met both parties on Wednesday , said they were too far apart in their views for him to propose mediation",0.66
8075,neutral, ND = Not disclosed,0.66
8076,neutral, Negotiations with representatives of the personnel regarding the restructuring process have now been ended,0.66
8077,neutral, Neither of the companies use genetically engineered soy at the moment,0.66
8078,neutral," Neste Oil will publish its third quarter 2008 results on Friday , 24 October 2008 at approximately 9 am ( EET )",0.66
8079,neutral," New Delhi , Feb. 12 -- Korteniemi Anneli , Helokunnas Tuija , Peltola Marjo , Keskinen Jukka , Salminen Jussi , Tusa Kia and Janhonen Risto of Nokia Telecommunications Oy , Espoo , Finland have developed cable adjustment device",0.66
8080,neutral, New Novator products are supposed to be exported,0.66
8081,positive, New product launches in Finland will more than double from 2005,0.66
8082,neutral," Niina Nenonen , Marimekko 's current director for clothing , bags and accessories lines , will take up this role",0.66
8083,neutral, No changes in media activity were seen in October compared with September,0.66
8084,neutral, No decision on such sale of the now issued or existing treasury shares to YA Global has been made yet,0.66
8085,neutral, No financial detail were available,0.66
8086,neutral, No financial details were revealed,0.66
8087,neutral, No financial information was provided,0.66
8088,neutral, No other ev3 devices were involved in this action,0.66
8089,neutral, Nokia is also negotiating the product portfolio of the new company,0.66
8090,neutral," Nordea Pankki Suomi Oyj , according to previously announced , has made forward contracts on Alma Media Corporation shares",0.66
8091,neutral, Nordea 's chairman of the board Hans Dalborg has informed the nomination committee that he will not be up for re-election at the Annual General Meeting in 2011,0.66
8092,neutral, Nordea was the cheapest also for a couple in their 30s with debt,0.66
8093,neutral," NORDIC BUSINESS REPORT-17 January 2006-Efore Plc inaugurates new plant in Estonia -® 1998-2006 M2 COMMUNICATIONS LTD Finnish power electronics manufacturer Efore Plc said on Tuesday ( 17 January ) that it was inaugurating its new plant in Parnu , Estonia",0.66
8094,neutral," Nordstjernan will make the offer in approximately one month , in September 2007",0.66
8095,neutral, Number of offers received for this contract is two,0.66
8096,neutral, NWC ANALYSIS :@neutral Odell has not contacted the State of Finland in this issue,0.66
8097,neutral," Okhta Center area is expected to have about 700,000 square metres of office premises by 2016",0.66
8098,neutral, Okmetic has used the furnaces for the contract manufacturing of solar crystals,0.66
8099,neutral, Okmetic revised its 2010 financial outlook based on its order book,0.66
8100,neutral," On 25 August 2009 , Sampo 's stake in Nordea was 19.45 %",0.66
8101,neutral," One can also apply for jobs directly from the iPad , select which CV to attach and which covering letter is most appropriate for each position",0.66
8102,neutral," One price category is for calls on the preferred operator 's network , and another for calls on other operators ' networks",0.66
8103,neutral," Operators only need to learn how to use one device for multiple levels of applications , including voice-directed operations",0.66
8104,neutral," Originally posted to the PCMag.com security blog , Security Watch",0.66
8105,neutral, Oriola-KD is a spin-off of Finnish pharmaceutical group Orion Oyj 's wholesale division,0.66
8106,neutral," OTHER North-Rhine Westphalia - Is to issue a benchmark , 5 year fixed rate deal in Euros",0.66
8107,neutral, Other details were not provided,0.66
8108,neutral," Our objective is to yield a significant part of our turnover in Russia in a couple of years , '' says Solteq 's Managing Director Hannu Ahola",0.66
8109,neutral," Outotec is currently delivering a new oil shale processing plant for Eesti Energia in Estonia based on Enefit technology , which has been developed jointly by Eesti Energia and Outotec",0.66
8110,neutral," PA ) , JPMorgan Chase and Co ( NYSE : JPM ) and Pohjoa Bank are joint lead-managers on the senior , unsecured deal",0.66
8111,neutral, Panostaja did not disclose the purchase price,0.66
8112,neutral, Pharmaceutical market in Belgium Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Belgium,0.66
8113,neutral, Pharmaceutical market in Poland Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Poland,0.66
8114,neutral, Philips was not available to comment on the report,0.66
8115,neutral, Pohjola and cooperative banks have continued to combine their branch office network,0.66
8116,neutral, Pohjola will act as the manager of the issue and the bond will be listed on NASDAQ OMX Helsinki Ltd.,0.66
8117,neutral, Ponsse will divide its sales and maintenance service network into six geographical areas,0.66
8118,neutral," POYRY PLCCompany Announcement 10 December 2010 at 4.10 p.m. Pursuant to Poyry PLC 's stock option program 2004 , 63 792 new shares of the company have been subscribed since 27 October 2010 with stock options 2004B",0.66
8119,neutral," Presentation materials will be posted on the company 's website : www.seahawkdrilling.com in the `` Investor Relations '' section , on the `` Webcast & Presentations '' tab",0.66
8120,neutral," Previously , Grimaldi held a 46.43 pct stake in the Finnish company following the takeover bid launched in November 2006",0.66
8121,neutral," Price talk is in the mid-market swaps plus 105 bps area and the leads are Barclays , BNPP , UBS and CBA",0.66
8122,neutral," Prior to the transaction , whose financial terms have not been disclosed , Alma Media owned 40 % of Kotikokki net",0.66
8123,neutral," production facilities 6 July 2010 - Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will buy the former production facilities of Kuitu Finland Ltd , as part of negotiations on the option to invest in specialty cellulose fiber business",0.66
8124,neutral," Products include Consumer Electronics devices such as mobile phones and their accessories , set-top boxes , flat panel TVs as well as System Solutions products such as infrastructure systems , modules and other industrial segment products",0.66
8125,neutral," Proha Plc ( Euronext :7327 ) announced today ( 19 May ) that its fully-owned subsidiary , Safran Software Solutions AS , has agreed to sell its 49 % share of Safran North America LLC to a SNA Holding AS , an investment group based in Norway",0.66
8126,neutral," Proha Plc ( Euronext :7327 ) announced today ( 19 May ) that its fully-owned subsidiary , Safran Software Solutions AS , has agreed to sell its 49 % share of Safran North America LLC to a SNA Holding AS , an investment group based in Norway",0.66
8127,neutral," Proline Plus is available in both adjustable single and multichannel models and fixed volume single-channel models , in volume ranges from 0.1 micro litres to 10 ml",0.66
8128,neutral," Protalix closed at $ 10.71 on Friday on the American Stock Exchange , giving a market cap of $ 827 million",0.66
8129,neutral, Protalix is developing genetically engineered proteins from plant cells,0.66
8130,neutral," Purchase it for the 12MP snapper , if nothing else",0.66
8131,neutral, R&D Loan ),0.66
8132,neutral, Radiation and today is a full service house expert in radiation and nuclear safety issues,0.66
8133,neutral, Raisio is the site of the main production plants as well as company headquarters,0.66
8134,neutral, Rapala VMC Corporation ( Rapala ) is a Finland-based company engaged in the manufacture and distribution of fishing equipment and accessories,0.66
8135,neutral," Rautalinko was resposnible also for Mobility Services , and his job in this division will be continued by Marek Hintze",0.66
8136,neutral, Recently the company decided to build a second identical plant at the same site due to be commissioned toward the end of 2008,0.66
8137,neutral," Retail chain Suomen L+ñhikauppa was given the index 5.8 , airline SAS 5.8 , TeliaSonera 's broadband 6.1 , German retail chain Lidl 6.1 , Tele Finland 's mobile subscriptions 6.1 , Tallink shipping line 6.3 , and power company Helsinki Energy 6.3",0.66
8138,neutral," Risto Jalo , chief executive of Dormus Print and also owner of the remainder of the company , will keep his position after the acquisition",0.66
8139,neutral, RL-Nordic is a part of Raiffeisen-Banking-Group Austria and is a subsidiary to Raiffeisen-Leasing GmbH in Austria,0.66
8140,neutral," Rockwell Collins is a provider of flight deck , cabin and information management solutions for business aircraft operators",0.66
8141,neutral," s business sectors are building construction , infrastructure construction and technical building services",0.66
